,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
730,CIA,"Citizens, Inc.",115.46M,0.43%,55276,241.09M
731,FSFG,"First Savings Financial Group, Inc.",115.40M,1.08%,4607,80.32M
732,OVBC,Ohio Valley Banc Corp.,114.56M,-0.82%,5865,55.28M
733,PGSS,Pegasus Digital Mobility Acquisition Corp.,114.01M,-0.09%,321,-
734,CBFV,"CB Financial Services, Inc.",113.65M,-1.31%,16,54.22M
735,BYNO,byNordic Acquisition Corporation,113.45M,-0.18%,14,-
736,COOL,Corner Growth Acquisition Corp.,113.38M,-,3,-
737,MRBK,Meridian Corporation,112.39M,-0.10%,8742,99.43M
738,CDAQ,Compass Digital Acquisition Corp.,112.19M,-,1122,-
739,FXNC,First National Corporation,111.73M,0.56%,68,55.98M
740,PFTA,Perception Capital Corp. III,111.05M,-0.19%,10570,-
741,CITE,Cartica Acquisition Corp,110.61M,0.09%,339,-
742,LARK,"Landmark Bancorp, Inc.",110.54M,-0.42%,404,57.78M
743,SSSS,SuRo Capital Corp.,110.29M,-,24098,5.60M
744,TGAA,Target Global Acquisition I Corp.,110.01M,-0.18%,200,-
745,CMCA,Capitalworks Emerging Markets Acquisition Corp,109.98M,0.36%,150,-
746,CHAA,Catcha Investment Corp,109.39M,-,85,-
747,WHG,"Westwood Holdings Group, Inc.",108.57M,-0.67%,6106,89.78M
748,HGBL,Heritage Global Inc.,108.13M,-1.71%,58636,59.09M
749,PORT,Southport Acquisition Corporation,107.42M,-0.37%,398,-
750,DPCS,DP Cap Acquisition Corp I,107.41M,-,74,-
751,MCAC,Monterey Capital Acquisition Corporation,106.34M,0.09%,10100,-
752,HCMA,HCM Acquisition Corp,106.06M,15.48%,3782,-
753,GPAC,Global Partner Acquisition Corp II,105.96M,-,-,-
754,AFBI,"Affinity Bancshares, Inc.",105.94M,-0.24%,1061,30.20M
755,CSLM,CSLM Acquisition Corp,104.49M,0.18%,1003,-
756,EBMT,"Eagle Bancorp Montana, Inc.",104.22M,-0.62%,348,83.74M
757,THCP,Thunder Bridge Capital Partners IV Inc.,103.60M,-0.10%,136,-
758,MITA,Coliseum Acquisition Corp.,103.41M,-,9,-
759,FNWD,Finward Bancorp,102.74M,-,50,68.25M
760,TWOA,two,102.48M,-,908,-
761,BLUA,BlueRiver Acquisition Corp.,102.18M,-,469,-
762,FNVT,Finnovate Acquisition Corp.,101.85M,-,1611,-
763,GECC,Great Elm Capital Corp.,101.61M,1.46%,5057,35.83M
764,SFBC,"Sound Financial Bancorp, Inc.",101.08M,-,5,41.05M
765,PROP,Prairie Operating Co.,100.83M,-0.96%,17176,-
766,RVSB,"Riverview Bancorp, Inc.",100.70M,3.35%,3982,53.32M
767,FTII,FutureTech II Acquisition Corp.,100.64M,-,881,-
768,ATMV,AlphaVest Acquisition Corp,100.07M,-,2,-
769,TOP,TOP Financial Group Limited,99.57M,1.12%,83029,11.69M
770,GAMC,Golden Arrow Merger Corp.,99.57M,-0.28%,3,-
771,CNGL,Canna-Global Acquisition Corp,99.36M,0.32%,2,-
772,PWUP,PowerUp Acquisition Corp.,99.35M,-,30,-
773,SRL,Scully Royalty Ltd.,98.57M,0.30%,130,40.69M
774,TENK,TenX Keane Acquisition Ordinary Share,98.44M,-,3,-
775,BSBK,Bogota Financial Corp.,98.27M,-,700,19.16M
776,MDBH,"MDB Capital Holdings, LLC Class A common",97.33M,-1.72%,1686,6.09M
777,PROV,"Provident Financial Holdings, Inc.",97.32M,-0.36%,6,40.35M
778,PMGM,Priveterra Acquisition Corp.,97.22M,-0.18%,2,-
779,BLAC,Bellevue Life Sciences Acquisition Corp.,96.35M,-,2,-
780,QDRO,Quadro Acquisition One Corp.,96.34M,-,5,-
781,BOWN,Bowen Acquisition Corp,95.70M,-,31553,-
782,TBMC,Trailblazer Merger Corporation I,95.20M,-,21,-
783,OSI,Osiris Acquisition Corp.,94.82M,0.84%,480,-
784,HSPO,Horizon Space Acquisition I Corp.,93.74M,-0.09%,201,-
785,PFX,PhenixFIN Corporation,93.65M,0.85%,458,21.15M
786,RBKB,"Rhinebeck Bancorp, Inc.",93.56M,-2.13%,206,42.48M
787,SBFG,"SB Financial Group, Inc.",92.70M,1.29%,89,56.68M
788,RWOD,Redwoods Acquisition Corp.,92.68M,-,314,-
789,GODN,Golden Star Acquisition Corporation,92.36M,0.28%,56,-
790,DISA,Disruptive Acquisition Corporation I,91.68M,-1.66%,263,-
791,BLEU,bleuacacia ltd,91.54M,-0.56%,224,-
792,FCAP,"First Capital, Inc.",91.37M,-1.38%,25,41.66M
793,GLAC,Global Lights Acquisition Corp,91.28M,-0.10%,3,-
794,QETA,Quetta Acquisition Corporation,91.13M,-,3,-
795,HMNF,"HMN Financial, Inc.",90.94M,-0.05%,204,39.84M
796,SRBK,"SR Bancorp, Inc.",90.42M,-0.31%,3372,-
797,GLLI,Globalink Investment Inc.,89.33M,-,5,-
798,ARYD,ARYA Sciences Acquisition Corp IV,89.02M,-,3405,-
799,IROH,Iron Horse Acquisitions Corp.,88.81M,-,1012,-
800,AACI,Armada Acquisition Corp. I,88.64M,-,307,-
801,DYCQ,DT Cloud Acquisition Corporation,88.35M,-,70504,-
802,ONYX,Onyx Acquisition Co. I,88.04M,-,143,-
803,ACAB,Atlantic Coastal Acquisition Corp. II,87.55M,-2.48%,3825,-
804,USCT,Roth CH Acquisition Co,87.43M,-,12004,-
805,TMTC,TMT Acquisition Corp,87.02M,0.09%,59530,-
806,ALTU,Altitude Acquisition Corp.,86.96M,-0.10%,3,-
807,FLFV,Feutune Light Acquisition Corporation,86.89M,-0.18%,2,-
808,XFIN,ExcelFin Acquisition Corp.,86.35M,-0.09%,3,-
809,GLST,"Global Star Acquisition, Inc.",86.09M,1.12%,100,-
810,IVCP,Swiftmerge Acquisition Corp.,86.08M,-0.91%,169,-
811,BITE,Bite Acquisition Corp.,85.35M,0.61%,15106,-
812,ASCB,A SPAC II Acquisition Corporation,85.22M,-0.60%,252,-
813,IMAQ,International Media Acquisition Corp.,85.15M,-0.96%,343,-
814,BHAC,Focus Impact BH3 Acquisition Co.,84.49M,-,30,-
815,DMYY,"dMY Squared Technology Group, Inc.",84.20M,0.28%,69,-
816,DUET,DUET Acquisition Corp.,84.14M,-0.63%,475,-
817,EAC,Edify Acquisition Corp.,83.95M,-,33151,-
818,OPOF,Old Point Financial Corporation,83.16M,1.56%,680,60.88M
819,AITR,AI TRANSPORTATION ACQUISITION CORP,83.13M,-,2214,-
820,OCAX,OCA Acquisition Corp.,82.65M,-0.37%,502,-
821,EMCG,Embrace Change Acquisition Corp,82.62M,0.09%,1158,-
822,JVSA,JVSPAC Acquisition Corp.,82.16M,1.99%,286701,-
823,BRLS,Borealis Foods Inc.,81.90M,0.69%,2278,33.39M
824,AEAE,AltEnergy Acquisition Corp.,81.67M,0.36%,600,-
825,BACA,Berenson Acquisition Corp. I,81.57M,-,4,-
826,PUCK,Goal Acquisitions Corp.,81.57M,-,58,-
827,BUJA,Bukit Jalil Global Acquisition 1 Ltd,81.11M,-,220,-
828,BAYA,Bayview Acquisition Corp,80.76M,-,502,-
829,LATG,Chenghe Acquisition I Co.,80.48M,-0.44%,2,-
830,WEL,Integrated Wellness Acquisition Corp,80.43M,-,4,-
831,OAKU,Oak Woods Acquisition Corporation,80.28M,-0.37%,146,-
832,LIBY,Liberty Resources Acquisition Corp.,79.76M,-,2215,-
833,GTAC,Global Technology Acquisition Corp. I,79.34M,-,114,-
834,CETU,Cetus Capital Acquisition Corp.,79.16M,0.19%,1,-
835,RFAC,RF Acquisition Corp.,78.22M,-0.09%,266,-
836,IRAA,Iris Acquisition Corp,78.11M,-,3,-
837,FOA,Finance Of America Companies Inc.,78.06M,-2.62%,9464,52.11M
838,TCOA,Zalatoris Acquisition Corp,77.95M,0.55%,100,-
839,GBBK,Global Blockchain Acquisition Corp.,77.44M,-,1510,-
840,SWSS,Clean Energy Special Situations Corp,76.92M,-,115,-
841,CULL,"Cullman Bancorp, Inc.",76.90M,1.24%,66,17.00M
842,MGYR,"Magyar Bancorp, Inc.",76.52M,-,7,30.24M
843,TBNK,Territorial Bancorp Inc.,75.73M,-1.98%,4865,49.65M
844,INAQ,Insight Acquisition Corp.,75.40M,0.28%,2,-
845,FEXD,Fintech Ecosystem Development Corp.,75.22M,-0.23%,176,-
846,SSBI,Summit State Bank,74.96M,-,3368,52.46M
847,ATMC,AlphaTime Acquisition Corp,74.92M,0.18%,4,-
848,FRLA,Fortune Rise Acquisition Corporation,74.91M,-,2,-
849,GDST,Goldenstone Acquisition Limited,74.80M,-,50,-
850,TETE,Technology & Telecommunication Acquisition Corporation,74.57M,-,202,-
851,TRON,Corner Growth Acquisition Corp. 2,74.52M,-,3,-
852,CBRG,Chain Bridge I,74.19M,-,1,-
853,BWAQ,Blue World Acquisition Corporation,73.88M,0.09%,10901,-
854,DHCA,DHC Acquisition Corp.,73.35M,-14.20%,33750,-
855,FORL,Four Leaf Acquisition Corporation,73.09M,-0.37%,2420,-
856,GMFI,Aetherium Acquisition Corp.,72.26M,-0.99%,892,-
857,SIEB,Siebert Financial Corp.,71.64M,4.40%,44091,65.55M
858,AUBN,"Auburn National Bancorporation, Inc.",71.55M,-1.71%,662,33.28M
859,MSSA,Metal Sky Star Acquisition Corporation,71.25M,-0.36%,142,-
860,FHLT,Future Health ESG Corp.,71.06M,-,1790,-
861,UBCP,"United Bancorp, Inc.",70.61M,2.45%,331,30.25M
862,PBHC,"Pathfinder Bancorp, Inc.",69.84M,-0.17%,3523,42.12M
863,SEPA,SEP Acquisition Corp.,68.80M,-,2,-
864,DIST,Distoken Acquisition Corporation,68.48M,-0.47%,2483,-
865,NVAC,NorthView Acquisition Corporation,67.81M,-,4,-
866,MAQC,Maquia Capital Acquisition Corporation,67.66M,0.09%,1623,-
867,ROCL,Roth Ch Acquisition V Co.,67.27M,-0.55%,1720,-
868,IOR,"Income Opportunity Realty Investors, Inc.",67.11M,-,5,-
869,PTWO,"Pono Capital Two, Inc.",65.88M,-,104,-
870,GRYP,Gryphon Digital Mining Inc.,65.85M,-7.65%,3535718,2.17M
871,KYCH,Keyarch Acquisition Corporation,65.55M,-0.18%,2323,-
872,CLOE,Clover Leaf Capital Corp.,64.89M,-,4900,-
873,LSBK,"Lake Shore Bancorp, Inc.",64.81M,1.97%,1,28.43M
874,AFAR,Aura FAT Projects Acquisition Corp,64.18M,-,3194,-
875,NBST,Newbury Street Acquisition Corporation,63.32M,-0.64%,3702,-
876,MBTC,Nocturne Acquisition Corporation,62.30M,-,211,-
877,APAC,StoneBridge Acquisition Corporation,62.16M,-11.68%,860,-
878,TCBC,"TC Bancshares, Inc.",61.73M,0.10%,185,15.55M
879,ACAC,Acri Capital Acquisition Corporation,60.61M,0.45%,400,-
880,IGTA,Inception Growth Acquisition Limited,60.57M,0.31%,236,-
881,LRFC,Logan Ridge Finance Corporation,60.54M,0.98%,885,20.30M
882,VBFC,Village Bank and Trust Financial Corp.,60.54M,-0.77%,24,25.69M
883,BNIX,Bannix Acquisition Corp.,59.83M,-,284754,-
884,FUSB,"First US Bancshares, Inc.",59.47M,-0.30%,658,39.99M
885,HAIA,Healthcare AI Acquisition Corp.,59.35M,-,127,-
886,BHM,"Bluerock Homes Trust, Inc.",58.24M,1.43%,2277,40.31M
887,AAME,Atlantic American Corporation,57.74M,-2.12%,4609,185.28M
888,IROQ,"IF Bancorp, Inc.",56.03M,-0.16%,60,22.35M
889,CLST,"Catalyst Bancorp, Inc.",55.95M,-,27996,8.96M
890,CCTS,Cactus Acquisition Corp. 1 Limited,55.47M,-0.18%,1,-
891,PEPL,PepperLime Health Acquisition Corporation,55.15M,0.28%,1903,-
892,HHGC,HHG Capital Corporation,55.10M,-,7,-
893,RACY,Relativity Acquisition Corp.,54.04M,-,46424,-
894,PLTN,Plutonian Acquisition Corp.,53.76M,-0.18%,1191,-
895,BAFN,BayFirst Financial Corp.,53.40M,-,5,71.19M
896,BRAC,Broad Capital Acquisition Corp.,52.83M,-0.36%,501,-
897,SDIG,"Stronghold Digital Mining, Inc.",52.68M,-7.69%,270732,74.97M
898,CLRC,ClimateRock,52.24M,-,203920,-
899,BYFC,Broadway Financial Corporation,52.05M,1.34%,980,32.11M
900,HNNA,"Hennessy Advisors, Inc.",51.81M,0.30%,136,24.02M
901,BOTJ,"Bank of the James Financial Group, Inc.",51.34M,-0.09%,250,43.33M
902,BRBS,"Blue Ridge Bankshares, Inc.",51.07M,6.39%,51552,109.48M
903,NSTS,"NSTS Bancorp, Inc.",50.34M,-,198,7.10M
904,BREZ,Breeze Holdings Acquisition Corp.,50.30M,0.52%,5103,-
905,NICK,"Nicholas Financial, Inc.",50.15M,-,175,27.06M
906,SHFS,"SHF Holdings, Inc.",49.60M,-5.48%,13710,16.66M
907,AQU,Aquaron Acquisition Corp.,49.31M,-,49,-
908,CFSB,"CFSB Bancorp, Inc.",49.21M,-,178,8.41M
909,VSAC,Vision Sensing Acquisition Corp.,48.82M,-0.80%,1,-
910,ICCH,"ICC Holdings, Inc.",48.65M,3.20%,3019,81.12M
911,WTMA,Welsbach Technology Metals Acquisition Corp.,48.58M,-0.05%,82,-
912,ESAC,ESGEN Acquisition Corporation,48.45M,18.04%,11395,-
913,ICMB,"Investcorp Credit Management BDC, Inc.",48.09M,2.35%,16732,25.75M
914,MARX,Mars Acquisition Corp.,47.69M,-0.09%,12,-
915,HUDA,Hudson Acquisition I Corp.,47.34M,-,1752,-
916,AOGO,Arogo Capital Acquisition Corp.,47.02M,0.28%,110,-
917,WINV,WinVest Acquisition Corp.,46.25M,-0.72%,1,-
918,ASCA,A SPAC I Acquisition Corp.,45.98M,-5.81%,484,-
919,ASRV,"AmeriServ Financial, Inc.",44.93M,-0.38%,886,53.41M
920,INTE,Integral Acquisition Corporation 1,44.11M,0.09%,82,-
921,MCAF,Mountain Crest Acquisition Corp. IV,43.72M,0.08%,60,-
922,YOTA,Yotta Acquisition Corporation,43.39M,4.66%,115,-
923,TCBS,"Texas Community Bancshares, Inc.",43.29M,4.49%,25,10.93M
924,KACL,Kairous Acquisition Corp. Limited,43.17M,0.51%,344,-
925,ENCP,Energem Corp.,43.02M,42.30%,294243,-
926,MACA,Moringa Acquisition Corp,43.00M,-2.46%,602,-
927,FSEA,First Seacoast Bancorp,42.85M,0.12%,101,13.62M
928,TURN,180 Degree Capital Corp.,42.83M,-0.74%,861,-7.89M
929,GROW,"U.S. Global Investors, Inc.",42.60M,-0.76%,8780,12.89M
930,CPBI,"Central Plains Bancshares, Inc.",42.34M,0.38%,2204,-
931,BCOW,"1895 Bancorp of Wisconsin, Inc.",42.22M,-4.42%,19,13.76M
932,PBM,Psyence Biomedical Ltd.,42.09M,-16.11%,1864483,-
933,ACBA,Ace Global Business Acquisition Limited,41.86M,0.25%,113,-
934,FGF,Fundamental Global Inc.,41.76M,-3.64%,2691,24.80M
935,AIB,AIB Acquisition Corporation,41.72M,-1.20%,8,-
936,DHAC,Digital Health Acquisition Corp.,41.30M,1.40%,160,-
937,ADRT,Ault Disruptive Technologies Corporation,41.15M,-0.07%,1001,-
938,OTEC,OceanTech Acquisitions I Corp.,41.10M,0.43%,14149,-
939,TGVC,TG Venture Acquisition Corp.,40.62M,-2.70%,8032,-
940,HFBL,"Home Federal Bancorp, Inc. of Louisiana",40.59M,-,22,22.41M
941,KINS,"Kingstone Companies, Inc.",40.19M,0.94%,1255,144.68M
942,MGLD,"The Marygold Companies, Inc.",39.83M,-,4792,33.87M
943,QOMO,Qomolangma Acquisition Corp.,38.94M,-,198,-
944,NOVV,Nova Vision Acquisition Corporation,38.49M,-0.43%,30,-
945,HYW,Hywin Holdings Ltd.,37.80M,9.63%,4997,288.92M
946,WAVS,Western Acquisition Ventures Corp.,37.63M,-,250,-
947,GREE,Greenidge Generation Holdings Inc.,36.29M,-1.86%,241634,42.37M
948,PBBK,"PB Bankshares, Inc.",35.70M,-,1177,12.95M
949,RAND,Rand Capital Corporation,35.59M,-2.26%,729,7.34M
950,DECA,Denali Capital Acquisition Corp.,35.51M,2.23%,17401,-
951,AVHI,Achari Ventures Holdings Corp. I,34.90M,-,4,-
952,MCAG,Mountain Crest Acquisition Corp. V,34.24M,0.09%,99,-
953,HUIZ,Huize Holding Limited,33.57M,-0.58%,15841,1.22B
954,OPHC,"OptimumBank Holdings, Inc.",33.21M,0.22%,3458,23.12M
955,ADOC,Edoc Acquisition Corp.,33.05M,-10.73%,2531,-
956,KFFB,Kentucky First Federal Bancorp,31.30M,-,1434,7.54M
957,FUFU,BitFuFu Inc.,31.09M,-4.67%,120325,250.64M
958,BTM,Bitcoin Depot Inc.,30.22M,3.75%,66276,1.19B
959,AGBA,AGBA Acquisition Limited,29.81M,-,143654,-
960,SWIN,Solowin Holdings Ordinary Share,29.56M,8.95%,117041,4.45M
961,ABTS,Abits Group Inc.,29.30M,0.24%,104297,131.28K
962,QTI,"QT Imaging Holdings, Inc.",28.79M,-,275152,708.24K
963,PPHP,PHP Ventures Acquisition Corp.,28.75M,-,1,-
964,MIGI,"Mawson Infrastructure Group, Inc.",28.13M,-6.51%,831225,46.41M
965,SWAG,Stran & Company Inc,26.19M,-,5579,70.86M
966,CWD,CaliberCos Inc.,25.32M,-3.42%,117,88.46M
967,SAI,SAI.TECH Global Corporation,24.67M,5.21%,52103,8.29M
968,BTCS,BTCS Inc.,24.32M,1.29%,91455,1.28M
969,GBNY,"Generations Bancorp NY, Inc.",22.69M,-2.22%,725,11.09M
970,TCJH,Top KingWin Ltd,22.57M,0.65%,31933,3.12M
971,BENF,Beneficient,22.34M,-12.55%,2733830,-160.64M
972,GRDI,GRIID Infrastructure Inc.,20.35M,-3.85%,36844,27.21M
973,EQS,"Equus Total Return, Inc.",20.14M,0.59%,439,60.00K
974,RMCO,Royalty Management Holding Corporation,19.70M,-4.83%,248164,239.05K
975,PT,Pintec Technology Holdings Limited,18.66M,-3.86%,36260,9.65M
976,GLBZ,Glen Burnie Bancorp,18.45M,-1.73%,4564,13.84M
977,NISN,"Nisun International Enterprise Development Group Co., Ltd",17.32M,-,42266,243.07M
978,SVMH,SRIVARU Holding Limited,17.30M,-3.77%,3803716,112.41K
979,LBBB,Lakeshore Acquisition II Corp.,17.01M,-40.00%,3414,-
980,MCVT,"Mill City Ventures III, Ltd.",15.96M,4.00%,210,2.51M
981,PNBK,"Patriot National Bancorp, Inc.",15.82M,-,503,26.35M
982,MEGL,Magic Empire Global Limited,15.03M,-4.15%,45422,1.20M
983,COHN,Cohen & Company Inc.,14.82M,-,8066,82.98M
984,CNFR,"Conifer Holdings, Inc.",13.39M,0.93%,105,106.12M
985,PWM,Prestige Wealth Inc.,12.54M,15.00%,64882,348.53K
986,AAMC,Altisource Asset Management Corporation,10.75M,0.26%,647,5.63M
987,PAPL,Pineapple Financial Inc.,10.20M,1.09%,2506,2.18M
988,HNRA,HNR Acquisition Corp,10.16M,6.32%,36,-
989,AIHS,Senmiao Technology Limited,9.81M,0.59%,3911,7.30M
990,CURO,CURO Group Holdings Corp.,8.51M,-6.40%,46402,517.39M
991,CARV,"Carver Bancorp, Inc.",8.48M,-0.59%,1783,27.57M
992,LMFA,"LM Funding America, Inc.",8.31M,30.27%,3554052,10.05M
993,ATIF,ATIF Holdings Limited,7.85M,25.61%,2627,2.28M
994,AINC,Ashford Inc.,7.71M,2.59%,4075,737.46M
995,SNTG,Sentage Holdings Inc.,6.90M,2.03%,11779,-16.04K
996,OXBR,Oxbridge Re Holdings Limited,5.40M,12.94%,55315,-4.10M
997,LGHL,Lion Group Holding Ltd.,3.54M,3.15%,37600,15.18M
998,NCPL,Netcapital Inc.,2.00M,-4.77%,171550,8.94M
999,RELI,"Reliance Global Group, Inc.",1.91M,-3.53%,71258,14.57M
1000,TIRX,Tian Ruixiang Holdings Ltd,1.90M,3.74%,14566,1.13M
1001,DXF,Dunxin Financial Holdings Limited,1.32M,1.21%,16609,-2.77M
1002,AIMAU,Aimfinity Investment Corp. I,20.54K,-,1900,-
